identifier	lang_code	language	kind	n_entries	n_canonical	n_extra	sahul_fauna	body_part	kinship_age	time_deixis	weather	dual_clusivity	has_dual	category
rosettaproject_kbr_swadesh-1	kbr	Kafa	transcription	99	95	4	0	1	0	0	0	0	0	core_swadesh
rosettaproject_kbv_swadesh-1	kbv	Dera	transcription	371	347	12	2	2	0	0	0	1	0	sahul_extended
rosettaproject_kbx_swadesh-1	kbx	Ap Ma	transcription	154	133	14	0	4	2	2	0	2	1	extended_worldwide
rosettaproject_kcb_swadesh-1	kcb	Kawacha	transcription	100	97	3	0	1	0	0	0	1	0	core_swadesh
rosettaproject_kcm_swadesh-1	kcm	Gula	transcription	52	52	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kcn_swadesh-1	kcn	Nubi	transcription	94	94	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kco_swadesh-1	kco	Kinalakna	transcription	53	48	5	0	2	2	0	0	0	0	lightly_extended
rosettaproject_kcp_swadesh-1	kcp	Kanga	transcription	137	133	3	0	1	0	0	0	2	1	core_swadesh
rosettaproject_kcr_swadesh-1	kcr	Katla	transcription	92	74	14	0	4	3	0	0	0	0	extended_worldwide
rosettaproject_kct_swadesh-1	kct	Kayan	transcription	162	126	21	2	7	2	0	0	3	1	sahul_extended
rosettaproject_kcx_swadesh-1	kcx	Kachama-Ganjule	transcription	96	93	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kdj_swadesh-1	kdj	Karamojong	transcription	1	1	0	0	0	0	0	0	0	0	stub
rosettaproject_kdw_swadesh-1	kdw	Koneraw	transcription	177	147	29	0	11	1	2	2	0	0	extended_worldwide
rosettaproject_kec_swadesh-1	kec	Keiga	transcription	286	254	17	0	3	4	0	0	2	1	extended_worldwide
rosettaproject_keg_swadesh-1	keg	Tese	transcription	14	14	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kek_swadesh-1	kek	Q'eqchi'	transcription	143	143	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kew_swadesh-1	kew	Kewa, West	transcription	232	196	26	0	7	3	1	0	5	1	extended_worldwide
rosettaproject_kfa_swadesh-1	kfa	Kodava	transcription	83	81	2	0	0	0	0	0	1	0	core_swadesh
rosettaproject_kfb_swadesh-1	kfb	Kolami, Northwestern	transcription	76	73	3	0	0	0	0	0	2	1	core_swadesh
rosettaproject_kfc_swadesh-1	kfc	Konda-Dora	transcription	76	74	2	0	0	0	0	0	1	0	core_swadesh
rosettaproject_kfe_swadesh-1	kfe	Kota	transcription	80	78	2	0	0	0	0	0	1	0	core_swadesh
rosettaproject_kfp_swadesh-1	kfp	Korwa	transcription	85	85	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kgf_swadesh-1	kgf	Kube	transcription	201	190	7	0	1	2	0	0	0	0	lightly_extended
rosettaproject_kgg_swadesh-1	kgg	Kusunda	transcription	494	436	32	0	3	6	3	2	3	1	extended_worldwide
rosettaproject_kgl_swadesh-1	kgl	Kunggari	transcription	246	196	27	3	5	3	3	1	3	1	sahul_extended
rosettaproject_kgo_swadesh-1	kgo	Krongo	transcription	644	542	50	2	15	6	4	2	2	1	sahul_extended
rosettaproject_kgq_swadesh-1	kgq	Kamoro	transcription	250	201	30	0	10	3	3	2	2	1	extended_worldwide
rosettaproject_kgr_swadesh-1	kgr	Abun	transcription	525	434	42	4	10	1	4	2	5	1	sahul_extended
rosettaproject_kgs_swadesh-1	kgs	Kumbainggar	transcription	329	251	44	3	13	4	3	2	6	1	sahul_extended
rosettaproject_kgu_swadesh-1	kgu	Kobol	transcription	170	157	13	1	2	0	0	2	0	0	lightly_extended
rosettaproject_kgv_swadesh-1	kgv	Karas	transcription	158	126	30	1	8	0	3	2	4	1	extended_worldwide
rosettaproject_kgw_swadesh-1	kgw	Karon Dori	transcription	113	108	3	0	1	0	0	0	1	0	core_swadesh
rosettaproject_khe_swadesh-1	khe	Korowai	transcription	194	175	15	1	2	1	0	2	0	0	lightly_extended
rosettaproject_kib_swadesh-1	kib	Koalib	transcription	309	284	19	0	5	3	0	0	3	1	extended_worldwide
rosettaproject_kie_swadesh-1	kie	Kibet	transcription	172	152	19	0	5	2	2	0	0	0	extended_worldwide
rosettaproject_kig_swadesh-1	kig	Kimaghima	transcription	458	355	51	2	16	6	3	2	0	0	sahul_extended
rosettaproject_kih_swadesh-1	kih	Kilmeri	transcription	8	7	1	1	0	0	0	0	0	0	stub
rosettaproject_kij_swadesh-1	kij	Kilivila	transcription	181	176	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kiq_swadesh-1	kiq	Kosare	transcription	172	164	5	0	2	0	0	0	0	0	core_swadesh
rosettaproject_kit_swadesh-1	kit	Agob	transcription	998	781	55	5	17	6	4	2	2	1	sahul_extended
rosettaproject_kiw_swadesh-1	kiw	Kiwai, Northeast	transcription	713	670	28	2	9	4	0	2	1	0	sahul_extended
rosettaproject_kiy_swadesh-1	kiy	Kirikiri	transcription	389	322	35	5	9	0	2	2	2	1	sahul_extended
rosettaproject_kja_swadesh-1	kja	Mlap	transcription	168	143	23	3	8	0	1	2	0	0	sahul_extended
rosettaproject_kjc_swadesh-1	kjc	Konjo, Coastal	transcription	183	178	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kjd_swadesh-1	kjd	Kiwai, Southern	transcription	930	726	59	5	17	6	4	2	5	1	sahul_extended
rosettaproject_kjg_swadesh-1	kjg	Khmu	transcription	176	173	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kjj_swadesh-1	kjj	Khinalugh	transcription	111	110	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kjs_swadesh-1	kjs	Kewa, East	transcription	86	75	11	0	3	3	1	0	3	1	extended_worldwide
rosettaproject_kjx_swadesh-1	kjx	Ramopa	transcription	151	129	22	0	5	4	3	0	4	1	extended_worldwide
rosettaproject_kjy_swadesh-1	kjy	Erave	transcription	389	308	46	4	13	6	4	0	5	1	sahul_extended
rosettaproject_kkb_swadesh-1	kkb	Kwerisa	transcription	41	40	1	0	1	0	0	0	0	0	core_swadesh
rosettaproject_kkc_swadesh-1	kkc	Odoodee	transcription	294	285	5	2	2	0	0	0	0	0	sahul_extended
rosettaproject_kkl_swadesh-1	kkl	Yale, Kosarek	transcription	984	819	57	3	18	6	4	2	3	1	sahul_extended
rosettaproject_kky_swadesh-1	kky	Guguyimidjir	transcription	459	341	54	5	16	6	4	2	4	1	sahul_extended
rosettaproject_kld_swadesh-1	kld	Gamilaraay	transcription	272	228	27	2	10	3	0	1	2	1	sahul_extended
rosettaproject_klm_swadesh-1	klm	Kolom	transcription	343	274	36	4	12	4	3	0	0	0	sahul_extended
rosettaproject_klp_swadesh-1	klp	Kamasa	transcription	99	96	3	0	1	0	0	0	1	0	core_swadesh
rosettaproject_klq_swadesh-1	klq	Rumu	transcription	236	202	23	2	7	2	0	0	5	1	sahul_extended
rosettaproject_klt_swadesh-1	klt	Nukna	transcription	85	81	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_klz_swadesh-1	klz	Kabola	transcription	344	294	16	0	8	0	0	0	1	0	lightly_extended
rosettaproject_kmf_swadesh-1	kmf	Kare	transcription	407	326	44	4	13	4	3	2	3	1	sahul_extended
rosettaproject_kmh_swadesh-1	kmh	Kalam	transcription	63	46	15	0	3	1	0	1	3	1	lightly_extended
rosettaproject_kmk_swadesh-1	kmk	Kalinga, Limos	transcription	186	181	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kmn_swadesh-1	kmn	Awtuw	transcription	389	356	28	2	4	1	4	0	4	1	sahul_extended
rosettaproject_kmo_swadesh-1	kmo	Kwoma	transcription	493	392	55	4	17	4	4	2	2	1	sahul_extended
rosettaproject_kmq_swadesh-1	kmq	Kwama	transcription	276	265	10	0	0	1	0	0	1	0	core_swadesh
rosettaproject_kms_swadesh-1	kms	Kamasau	transcription	600	510	26	2	7	3	3	1	3	1	sahul_extended
rosettaproject_kmt_swadesh-1	kmt	Kemtuik	transcription	435	387	30	5	8	0	3	2	1	0	sahul_extended
rosettaproject_kmu_swadesh-1	kmu	Kanite	transcription	9	5	4	0	0	0	0	0	3	1	stub
rosettaproject_kmx_swadesh-1	kmx	Waboda	transcription	356	289	47	3	14	4	4	1	5	1	sahul_extended
rosettaproject_knc_swadesh-1	knc	Kanuri, Central	transcription	459	373	49	2	17	6	4	1	0	0	sahul_extended
rosettaproject_knd_swadesh-1	knd	Konda	transcription	172	148	20	0	8	0	0	0	3	1	lightly_extended
rosettaproject_knf_swadesh-1	knf	Mankanya	transcription	256	190	28	1	10	6	3	0	0	0	extended_worldwide
rosettaproject_kns_swadesh-1	kns	Kensiu	transcription	101	100	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_knv_swadesh-1	knv	Tabo	transcription	376	322	23	3	8	0	2	0	1	0	sahul_extended
rosettaproject_knw_swadesh-1	knw	Kung-Ekoka	transcription	298	252	29	0	12	2	3	0	2	1	extended_worldwide
rosettaproject_koe_swadesh-1	koe	Kacipo-Balesi	transcription	81	81	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kol_swadesh-1	kol	Kol	transcription	161	135	26	2	5	4	3	0	5	1	sahul_extended
rosettaproject_kop_swadesh-1	kop	Kwato	transcription	332	264	41	4	13	4	3	2	0	0	sahul_extended
rosettaproject_koz_swadesh-1	koz	Korak	transcription	351	278	40	4	12	4	3	2	0	0	sahul_extended
rosettaproject_kpf_swadesh-1	kpf	Komba	transcription	237	228	7	0	0	2	0	0	0	0	lightly_extended
rosettaproject_kpq_swadesh-1	kpq	Korupun-Sela	transcription	54	53	1	0	1	0	0	0	0	0	core_swadesh
rosettaproject_kpr_swadesh-1	kpr	Korafe-Yegha	transcription	219	180	33	3	5	4	3	0	7	1	sahul_extended
rosettaproject_kps_swadesh-1	kps	Tehit	transcription	955	765	56	3	18	4	4	2	2	1	sahul_extended
rosettaproject_kpu_swadesh-1	kpu	Kafoa	transcription	190	160	18	0	8	0	0	0	4	1	lightly_extended
rosettaproject_kpw_swadesh-1	kpw	Kobon	transcription	465	368	51	4	13	6	2	2	6	1	sahul_extended
rosettaproject_kpx_swadesh-1	kpx	Koiali, Mountain	transcription	795	626	45	2	17	4	4	2	3	1	sahul_extended
rosettaproject_kqb_swadesh-1	kqb	Kovai	transcription	38	35	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_kqi_swadesh-1	kqi	Koitabu	transcription	770	615	54	4	17	6	4	2	3	1	sahul_extended
rosettaproject_kqj_swadesh-1	kqj	Koromira	transcription	271	224	31	1	9	2	3	2	5	1	extended_worldwide
rosettaproject_krc_swadesh-1	krc	Balkar	transcription	205	204	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_krd_swadesh-1	krd	Kairui-Midiki	transcription	1	1	0	0	0	0	0	0	0	0	stub
rosettaproject_krs_swadesh-1	krs	Gbaya	transcription	402	336	33	1	8	6	4	0	0	0	extended_worldwide
rosettaproject_kru_swadesh-1	kru	Kurux	transcription	50	47	3	0	0	0	0	0	2	1	core_swadesh
rosettaproject_ksd_swadesh-1	ksd	Kuanua	transcription	183	178	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_ksj_swadesh-1	ksj	Uare	transcription	396	339	30	2	12	5	1	0	1	0	sahul_extended
rosettaproject_ksr_swadesh-1	ksr	Borong	transcription	224	213	7	0	1	2	0	0	0	0	lightly_extended
rosettaproject_ktb_swadesh-1	ktb	Kambaata	transcription	329	320	5	0	0	2	0	0	0	0	lightly_extended
rosettaproject_ktg_swadesh-1	ktg	Kalkutung	transcription	344	262	46	3	14	5	3	2	3	1	sahul_extended
rosettaproject_kto_swadesh-1	kto	Kuot	transcription	442	365	42	2	7	6	4	2	5	1	sahul_extended
rosettaproject_kue_swadesh-1	kue	Kuman	transcription	662	544	43	4	8	6	4	2	3	1	sahul_extended
rosettaproject_kuo_swadesh-1	kuo	Kumukio	transcription	51	47	4	0	1	2	0	0	0	0	lightly_extended
rosettaproject_kup_swadesh-1	kup	Kunimaipa	transcription	430	345	37	1	10	4	3	1	2	1	extended_worldwide
rosettaproject_kux_swadesh-1	kux	Kukatja	transcription	17	15	2	1	0	0	0	0	0	0	core_swadesh
rosettaproject_kuy_swadesh-1	kuy	Kuuku-Ya'u	transcription	61	48	13	1	2	1	2	1	2	1	lightly_extended
rosettaproject_kvo_swadesh-1	kvo	Dobel	transcription	182	177	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kwe_swadesh-1	kwe	Kwerba	transcription	594	458	42	5	15	3	4	1	0	0	sahul_extended
rosettaproject_kwl_swadesh-1	kwl	Kofyar	transcription	67	66	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kwo_swadesh-1	kwo	Kwomtari	transcription	306	255	29	3	5	4	3	0	5	1	sahul_extended
rosettaproject_kwt_swadesh-1	kwt	Kwesten	transcription	520	456	42	3	14	2	4	2	1	0	sahul_extended
rosettaproject_kxc_swadesh-1	kxc	Konso	transcription	97	94	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kxh_swadesh-1	kxh	Karo	transcription	54	53	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kxu_swadesh-1	kxu	Kui	transcription	74	72	2	0	0	0	0	0	1	0	core_swadesh
rosettaproject_kxv_swadesh-1	kxv	Kuvi	transcription	71	69	2	0	0	0	0	0	1	0	core_swadesh
rosettaproject_kxw_swadesh-1	kxw	Konai	transcription	174	167	5	2	2	0	0	0	0	0	sahul_extended
rosettaproject_kxz_swadesh-1	kxz	Kerewo	transcription	311	262	35	2	13	6	0	1	1	0	sahul_extended
rosettaproject_kyo_swadesh-1	kyo	Kelon	transcription	267	225	18	0	8	0	0	0	4	1	lightly_extended
rosettaproject_kyt_swadesh-1	kyt	Kayagar	transcription	114	102	11	3	1	0	0	0	0	0	sahul_extended
rosettaproject_kyx_swadesh-1	kyx	Rapoisi	transcription	354	284	45	0	12	5	4	2	6	1	extended_worldwide
rosettaproject_kzf_swadesh-1	kzf	Kaili, Da'a	transcription	184	179	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_kzh_swadesh-1	kzh	Kenuzi-Dongola	transcription	571	455	51	1	16	6	4	2	1	0	extended_worldwide
rosettaproject_kzk_swadesh-1	kzk	Kazukuru	transcription	152	126	18	1	6	0	0	0	2	1	lightly_extended
rosettaproject_kzm_swadesh-1	kzm	Kais	transcription	255	208	38	1	12	2	4	1	3	1	extended_worldwide
rosettaproject_kzz_swadesh-1	kzz	Kalabra	transcription	159	127	30	1	9	0	4	2	3	1	extended_worldwide
rosettaproject_laf_swadesh-1	laf	Lafofa	transcription	567	502	37	2	10	6	3	1	0	0	sahul_extended
rosettaproject_lat_swadesh-1	lat	Latin	transcription	181	180	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_lbe_swadesh-1	lbe	Lak	transcription	114	113	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_ldm_swadesh-1	ldm	Landoma	transcription	151	114	29	1	10	6	3	0	0	0	extended_worldwide
rosettaproject_lei_swadesh-1	lei	Lemio	transcription	328	261	35	4	12	4	3	0	0	0	sahul_extended
rosettaproject_lep_swadesh-1	lep	Lepcha	transcription	111	110	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_leq_swadesh-1	leq	Lembena	transcription	297	262	13	2	3	2	0	0	4	1	sahul_extended
rosettaproject_lev_swadesh-1	lev	Lamma	transcription	327	284	16	0	8	0	0	0	1	0	lightly_extended
rosettaproject_lgn_swadesh-1	lgn	Opuuo	transcription	239	225	11	0	0	1	0	0	2	1	core_swadesh
rosettaproject_lgt_swadesh-1	lgt	Pahi	transcription	55	54	1	0	1	0	0	0	0	0	core_swadesh
rosettaproject_lid_swadesh-1	lid	Nyindrou	transcription	181	176	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_liq_swadesh-1	liq	Libido	transcription	81	79	2	0	0	0	0	0	0	0	core_swadesh
rosettaproject_liu_swadesh-1	liu	Logorik	transcription	173	163	10	0	2	1	0	0	2	1	core_swadesh
rosettaproject_liv_swadesh-1	liv	Liv	transcription	53	53	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_lkl_swadesh-1	lkl	Laeko-Libuat	transcription	20	20	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_lll_swadesh-1	lll	Lilau	transcription	107	90	16	2	3	1	0	0	3	1	sahul_extended
rosettaproject_llu_swadesh-1	llu	Lau	transcription	178	173	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_lml_swadesh-1	lml	Hano	transcription	167	163	4	0	0	0	0	0	0	0	core_swadesh
rosettaproject_lnj_swadesh-1	lnj	Leningitij	transcription	224	179	39	4	10	4	4	2	6	1	sahul_extended
rosettaproject_loa_swadesh-1	loa	Loloda	transcription	454	370	49	2	15	5	4	1	2	1	sahul_extended
rosettaproject_lof_swadesh-1	lof	Logol	transcription	283	268	9	0	2	3	0	0	0	0	lightly_extended
rosettaproject_lot_swadesh-1	lot	Otuho	transcription	10	8	2	0	0	0	0	0	0	0	core_swadesh
rosettaproject_lrg_swadesh-1	lrg	Laragia	transcription	490	376	46	4	13	6	4	2	6	1	sahul_extended
rosettaproject_lro_swadesh-1	lro	Laro	transcription	181	173	5	0	4	0	0	0	0	0	lightly_extended
rosettaproject_ltz_swadesh-1	ltz	Luxembourgeois	transcription	101	101	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_luf_swadesh-1	luf	Laua	transcription	94	76	18	1	6	0	1	0	2	1	lightly_extended
rosettaproject_lun_swadesh-1	lun	Lunda	transcription	92	92	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_luo_swadesh-1	luo	Dholuo	transcription	33	33	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_lwo_swadesh-1	lwo	Luwo	transcription	26	23	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_lww_swadesh-1	lww	Lewo	transcription	181	177	4	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mad_swadesh-1	mad	Madura	transcription	185	180	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mah_swadesh-1	mah	Marshallese	transcription	181	176	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mai_swadesh-1	mai	Maithili	transcription	98	98	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mal_swadesh-1	mal	Malayalam	transcription	97	94	3	0	0	0	0	0	2	1	core_swadesh
rosettaproject_mam_swadesh-1	mam	Mam	transcription	143	143	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mas_swadesh-1	mas	Maasai	transcription	45	43	2	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mci_swadesh-1	mci	Mesem	transcription	245	234	8	0	1	2	0	0	0	0	lightly_extended
rosettaproject_mcr_swadesh-1	mcr	Menya	transcription	101	98	3	0	1	0	0	0	1	0	core_swadesh
rosettaproject_mcv_swadesh-1	mcv	Minanibai	transcription	215	184	26	3	8	2	0	0	5	1	sahul_extended
rosettaproject_mcz_swadesh-1	mcz	Mawan	transcription	363	286	44	4	13	4	3	2	3	1	sahul_extended
rosettaproject_mdb_swadesh-1	mdb	Morigi	transcription	217	197	18	0	4	4	0	1	2	1	extended_worldwide
rosettaproject_mdc_swadesh-1	mdc	Male	transcription	350	271	41	4	13	4	3	1	3	1	sahul_extended
rosettaproject_mde_swadesh-1	mde	Maba	transcription	564	451	48	2	16	4	4	2	0	0	sahul_extended
rosettaproject_mdf_swadesh-1	mdf	Moksha	transcription	194	193	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mdj_swadesh-1	mdj	Mangbetu	transcription	337	286	37	0	14	6	3	1	0	0	extended_worldwide
rosettaproject_mds_swadesh-1	mds	Maria	transcription	1031	871	33	2	13	4	4	0	1	0	sahul_extended
rosettaproject_mdx_swadesh-1	mdx	Dizi	transcription	101	97	4	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mdy_swadesh-1	mdy	Male	transcription	99	97	2	0	0	0	0	0	0	0	core_swadesh
rosettaproject_meb_swadesh-1	meb	Ikobi-Mena	transcription	293	284	3	0	1	0	0	0	1	0	core_swadesh
rosettaproject_mec_swadesh-1	mec	Mara	transcription	583	448	56	5	17	6	4	2	6	1	sahul_extended
rosettaproject_med_swadesh-1	med	Melpa	transcription	154	133	13	2	1	3	1	0	0	0	sahul_extended
rosettaproject_mej_swadesh-1	mej	Meyah	transcription	619	525	48	2	14	4	4	2	5	1	sahul_extended
rosettaproject_mek_swadesh-1	mek	Mekeo	transcription	202	196	6	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mem_swadesh-1	mem	Mangala	transcription	28	19	9	2	0	0	0	0	6	1	sahul_extended
rosettaproject_mep_swadesh-1	mep	Miriwung	transcription	17	14	3	2	0	0	0	0	0	0	sahul_extended
rosettaproject_meu_swadesh-1	meu	Motu	transcription	182	177	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mfc_swadesh-1	mfc	Mba	transcription	227	189	30	1	11	3	1	2	0	0	extended_worldwide
rosettaproject_mfe_swadesh-1	mfe	Morisyen	transcription	96	96	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mfr_swadesh-1	mfr	Marithiel	transcription	174	132	27	5	7	0	3	0	6	1	sahul_extended
rosettaproject_mfv_swadesh-1	mfv	Mandjak	transcription	91	68	22	0	9	6	3	0	0	0	extended_worldwide
rosettaproject_mfw_swadesh-1	mfw	Mulaha	transcription	272	219	32	1	15	6	0	0	1	0	extended_worldwide
rosettaproject_mfz_swadesh-1	mfz	Mabaan	transcription	95	93	2	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mgb_swadesh-1	mgb	Mararit	transcription	54	53	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mgf_swadesh-1	mgf	Maklew	transcription	393	284	52	5	17	4	4	2	0	0	sahul_extended
rosettaproject_mgk_swadesh-1	mgk	Mawes	transcription	229	204	17	3	2	0	1	2	0	0	sahul_extended
rosettaproject_mgu_swadesh-1	mgu	Mailu	transcription	708	569	53	4	17	6	4	1	5	1	sahul_extended
rosettaproject_mgx_swadesh-1	mgx	Omati	transcription	112	107	3	0	1	0	0	0	1	0	core_swadesh
rosettaproject_mha_swadesh-1	mha	Manda	transcription	58	56	2	0	0	0	0	0	1	0	core_swadesh
rosettaproject_mhd_swadesh-1	mhd	Mbugu	transcription	242	215	21	0	8	1	2	1	0	0	extended_worldwide
rosettaproject_mhf_swadesh-1	mhf	Mamaa	transcription	52	50	2	0	1	1	0	0	0	0	core_swadesh
rosettaproject_mhg_swadesh-1	mhg	Margu	transcription	250	192	48	5	15	6	3	2	2	1	sahul_extended
rosettaproject_mhl_swadesh-1	mhl	Mauwake	transcription	370	297	37	4	12	2	3	2	0	0	sahul_extended
rosettaproject_mhs_swadesh-1	mhs	Buru	transcription	183	178	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mic_swadesh-1	mic	Micmac	transcription	169	168	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mid_swadesh-1	mid	Mandaic	transcription	93	93	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mif_swadesh-1	mif	Mofu-Gudur	transcription	51	50	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_min_swadesh-1	min	Minangkabau	transcription	185	180	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_miw_swadesh-1	miw	Akoye	transcription	100	97	3	0	1	0	0	0	1	0	core_swadesh
rosettaproject_mjj_swadesh-1	mjj	Mawak	transcription	390	306	37	4	12	4	3	1	0	0	sahul_extended
rosettaproject_mjt_swadesh-1	mjt	Sauria Paharia	transcription	52	49	3	0	0	0	0	0	2	1	core_swadesh
rosettaproject_mjw_swadesh-1	mjw	Karbi	transcription	205	204	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mkc_swadesh-1	mkc	Siliput	transcription	79	75	3	0	1	0	0	0	1	0	core_swadesh
rosettaproject_mkp_swadesh-1	mkp	Moikodi	transcription	31	28	3	0	2	0	0	0	0	0	core_swadesh
rosettaproject_mkr_swadesh-1	mkr	Malas	transcription	320	254	40	4	12	4	3	2	0	0	sahul_extended
rosettaproject_mkz_swadesh-1	mkz	Makasae	transcription	207	174	23	0	7	4	2	1	1	0	extended_worldwide
rosettaproject_mle_swadesh-1	mle	Manambu	transcription	302	264	21	0	8	2	0	0	4	1	extended_worldwide
rosettaproject_mlh_swadesh-1	mlh	Mape	transcription	290	276	9	0	1	2	0	0	2	1	lightly_extended
rosettaproject_mlp_swadesh-1	mlp	Bargam	transcription	318	251	40	4	12	4	3	2	0	0	sahul_extended
rosettaproject_mmi_swadesh-1	mmi	Musar	transcription	398	309	40	4	12	4	3	2	0	0	sahul_extended
rosettaproject_mmp_swadesh-1	mmp	Siawi	transcription	190	150	26	4	8	4	3	0	0	0	sahul_extended
rosettaproject_mmq_swadesh-1	mmq	Musak	transcription	396	312	39	4	13	4	3	1	0	0	sahul_extended
rosettaproject_mna_swadesh-1	mna	Mbula	transcription	179	174	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mnw_swadesh-1	mnw	Mon	transcription	101	100	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mnx_swadesh-1	mnx	Manikion	transcription	345	292	21	0	8	0	0	0	5	1	lightly_extended
rosettaproject_mnz_swadesh-1	mnz	Moni	transcription	450	375	48	3	14	6	3	2	3	1	sahul_extended
rosettaproject_mok_swadesh-1	mok	Morori	transcription	227	178	39	1	15	4	3	2	0	0	extended_worldwide
rosettaproject_moq_swadesh-1	moq	Mor	transcription	178	145	31	0	11	2	4	1	0	0	extended_worldwide
rosettaproject_mor_swadesh-1	mor	Moro	transcription	302	278	18	0	4	3	0	0	3	1	extended_worldwide
rosettaproject_mpb_swadesh-1	mpb	Mullukmulluk	transcription	221	177	32	5	9	2	4	0	3	1	sahul_extended
rosettaproject_mpc_swadesh-1	mpc	Mangarayi	transcription	488	372	57	5	15	6	4	2	6	1	sahul_extended
rosettaproject_mpe_swadesh-1	mpe	Majang	transcription	96	94	2	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mph_swadesh-1	mph	Maung	transcription	539	423	54	5	17	6	4	2	2	1	sahul_extended
rosettaproject_mpj_swadesh-1	mpj	Martu Wangka	transcription	31	28	3	1	0	0	0	0	0	0	core_swadesh
rosettaproject_mpp_swadesh-1	mpp	Migabac	transcription	51	48	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_mps_swadesh-1	mps	Dadibi	transcription	169	156	11	0	1	0	2	0	3	1	lightly_extended
rosettaproject_mpt_swadesh-1	mpt	Mian	transcription	47	42	3	0	1	1	0	0	0	0	core_swadesh
rosettaproject_mpv_swadesh-1	mpv	Mungkip	transcription	47	44	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_mqe_swadesh-1	mqe	Matepi	transcription	364	280	44	4	13	4	3	2	3	1	sahul_extended
rosettaproject_mqf_swadesh-1	mqf	Momuna	transcription	133	117	9	1	1	1	2	0	0	0	lightly_extended
rosettaproject_mqo_swadesh-1	mqo	Modole	transcription	444	357	44	1	14	5	3	1	1	0	extended_worldwide
rosettaproject_mqr_swadesh-1	mqr	Mander	transcription	118	112	6	0	2	0	0	0	1	0	core_swadesh
rosettaproject_mqs_swadesh-1	mqs	Makian, West	transcription	357	291	45	1	14	4	4	2	2	1	extended_worldwide
rosettaproject_mqv_swadesh-1	mqv	Mosimo	transcription	339	270	43	4	13	4	3	2	3	1	sahul_extended
rosettaproject_mqw_swadesh-1	mqw	Murupi	transcription	372	293	44	4	13	4	3	2	3	1	sahul_extended
rosettaproject_mqy_swadesh-1	mqy	Manggarai	transcription	182	177	5	0	0	0	0	0	0	0	core_swadesh
rosettaproject_mra_swadesh-1	mra	Mlabri	transcription	89	88	1	0	0	0	0	0	0	0	core_swadesh
